#time,accel_x,accel_y,accel_z
301.452789,-6661.853478,11399.171507,-76915.987999
301.455299,-7994.224174,16136.489536,-77528.864398
301.457810,8586.388927,12731.542202,-75996.673402
301.460320,9178.553681,6661.853478,-75690.235202
301.462831,-13767.830521,9622.677246,-73698.386908
301.465341,27979.784608,10955.047942,-77069.207099
301.467851,-7402.059420,7994.224174,-77835.302597
301.470362,-38934.832549,19245.354492,-72472.634111
301.472872,21465.972318,-6957.935855,-80899.684589
301.475383,6069.688724,9178.553681,-76303.111601
301.477893,-27979.784608,7550.100608,-72932.291410
301.480420,20281.642811,2812.782580,-79980.369991
301.482948,29016.072926,-1036.288319,-80593.246390
301.485475,-45892.768404,9474.636058,-69561.471218
